"name","phylum.x","surface","mesopelagic","bathypelagic","abyssopelagic"
"Synodus_poeyi","Chordata",429,318,NA,NA
"Synodus_randalli","Chordata",217,NA,NA,NA
"Synodus_rubromarmoratus","Chordata",1564,NA,NA,NA
"Synodus_sageneus","Chordata",1040,NA,NA,NA
"Synodus_scituliceps","Chordata",150,NA,NA,NA
"Synodus_sechurae","Chordata",221,NA,NA,NA
"Synodus_similis","Chordata",638,NA,NA,NA
"Synodus_synodus","Chordata",546,NA,NA,NA
"Synodus_tectus","Chordata",1112,NA,NA,NA
"Synodus_ulae","Chordata",1340,NA,NA,NA
"Synodus_usitatus","Chordata",1347,NA,NA,NA
"Synodus_variegatus","Chordata",2035,NA,NA,NA
"Synodus_vityazi","Chordata",161,NA,NA,NA
"Synoicum_adareanum","Chordata",1125,1152,496,NA
"Synoicum_arenaceum","Chordata",210,171,NA,NA
"Synoicum_castellatum","Chordata",743,NA,NA,NA
"Synoicum_daucum","Chordata",NA,4158,3962,1674
"Synoicum_georgianum","Chordata",1172,1107,NA,NA
"Synoicum_intercedens","Chordata",968,NA,NA,NA
"Synoicum_ostentor","Chordata",842,867,NA,NA
"Synoicum_papilliferum","Chordata",74,NA,NA,NA
"Synoicum_polygyna","Chordata",NA,261,NA,NA
"Synoicum_pulmonaria","Chordata",872,445,NA,NA
"Synoicum_ramulosum","Chordata",562,586,NA,NA
"Synoicum_sacculum","Chordata",69,32,NA,NA
"Synoicum_salivum","Chordata",45,42,NA,NA
"Taaningichthys_bathyphilus","Chordata",NA,31485,30233,NA
"Taaningichthys_minimus","Chordata",21412,20968,NA,NA
"Taaningichthys_paurolychnus","Chordata",NA,24013,23411,NA
"Tactostoma_macropus","Chordata",5059,4875,4618,NA
"Taeniamia_ataenia","Chordata",134,NA,NA,NA
"Taeniamia_biguttata","Chordata",1039,NA,NA,NA
"Taeniamia_bilineata","Chordata",86,NA,NA,NA
"Taeniamia_buruensis","Chordata",855,NA,NA,NA
"Taeniamia_flavofasciata","Chordata",93,NA,NA,NA
"Taeniamia_fucata","Chordata",1644,NA,NA,NA
"Taeniamia_leai","Chordata",346,NA,NA,NA
"Taeniamia_lineolata","Chordata",250,NA,NA,NA
"Taeniamia_macroptera","Chordata",1310,NA,NA,NA
"Taeniamia_melasma","Chordata",771,NA,NA,NA
"Taeniamia_mozambiquensis","Chordata",189,NA,NA,NA
"Taeniamia_pallida","Chordata",75,NA,NA,NA
"Taeniamia_zosterophora","Chordata",1053,NA,NA,NA
"Taenianotus_triacanthus","Chordata",1735,NA,NA,NA
"Taenioides_anguillaris","Chordata",998,NA,NA,NA
"Taenioides_cirratus","Chordata",1141,NA,NA,NA
"Taenioides_eruptionis","Chordata",153,NA,NA,NA
"Taeniopsetta_ocellata","Chordata",1359,1217,NA,NA
"Taeniopsetta_radula","Chordata",141,140,NA,NA
"Taeniura_grabata","Chordata",604,516,NA,NA
"Taeniura_lymma","Chordata",1261,NA,NA,NA
"Taeniurops_meyeni","Chordata",2168,1703,NA,NA
"Takifugu_alboplumbeus","Chordata",227,NA,NA,NA
"Takifugu_bimaculatus","Chordata",595,NA,NA,NA
"Takifugu_chinensis","Chordata",136,NA,NA,NA
"Takifugu_chrysops","Chordata",8,NA,NA,NA
"Takifugu_exascurus","Chordata",45,NA,NA,NA
"Takifugu_flavidus","Chordata",94,NA,NA,NA
"Takifugu_niphobles","Chordata",153,NA,NA,NA
"Takifugu_oblongus","Chordata",1626,NA,NA,NA
"Takifugu_obscurus","Chordata",55,NA,NA,NA
"Takifugu_ocellatus","Chordata",18,NA,NA,NA
"Takifugu_pardalis","Chordata",130,NA,NA,NA
"Takifugu_poecilonotus","Chordata",181,NA,NA,NA
"Takifugu_porphyreus","Chordata",95,NA,NA,NA
"Takifugu_pseudommus","Chordata",103,NA,NA,NA
"Takifugu_reticularis","Chordata",63,NA,NA,NA
"Takifugu_rubripes","Chordata",738,NA,NA,NA
"Takifugu_snyderi","Chordata",60,NA,NA,NA
"Takifugu_stictonotus","Chordata",95,NA,NA,NA
"Takifugu_vermicularis","Chordata",129,NA,NA,NA
"Takifugu_xanthopterus","Chordata",138,NA,NA,NA
"Talismania_antillarum","Chordata",NA,17195,16484,NA
"Talismania_aphos","Chordata",NA,686,673,NA
"Talismania_bifurcata","Chordata",NA,1317,1127,NA
"Talismania_brachycephala","Chordata",NA,111,NA,NA
"Talismania_filamentosa","Chordata",NA,149,NA,NA
"Talismania_homoptera","Chordata",NA,4927,4626,NA
"Talismania_kotlyari","Chordata",NA,334,268,NA
"Talismania_longifilis","Chordata",NA,10585,10244,NA
"Talismania_mekistonema","Chordata",NA,702,522,NA
"Talismania_okinawensis","Chordata",NA,91,61,NA
"Tanakius_kitaharae","Chordata",197,128,NA,NA
"Taractes_asper","Chordata",21761,NA,NA,NA
"Taractes_rubescens","Chordata",2798,2273,NA,NA
"Taractichthys_longipinnis","Chordata",7005,6606,NA,NA
"Taractichthys_steindachneri","Chordata",2318,1960,NA,NA
"Taranetzella_lyoderma","Chordata",NA,3383,3331,NA
"Taratretis_derwentensis","Chordata",114,NA,NA,NA
"Tarletonbeania_crenularis","Chordata",5550,5438,NA,NA
"Tarletonbeania_taylori","Chordata",1381,1331,1280,NA
"Tasmacetus_shepherdi","Chordata",13753,13355,12846,7608
"Tasmanogobius_lasti","Chordata",77,NA,NA,NA
"Tathicarpus_butleri","Chordata",976,NA,NA,NA
"Tauredophidium_hextii","Chordata",NA,2787,2658,NA
"Taurocottus_bergii","Chordata",317,NA,NA,NA
"Taurulus_bubalis","Chordata",448,198,NA,NA
"Tautoga_onitis","Chordata",267,NA,NA,NA
"Tautogolabrus_adspersus","Chordata",270,NA,NA,NA
"Teixeirichthys_jordani","Chordata",1146,NA,NA,NA
"Telatrygon_acutirostra","Chordata",110,NA,NA,NA
"Telatrygon_zugei","Chordata",1528,NA,NA,NA
"Temera_hardwickii","Chordata",420,253,NA,NA
"Temnocora_candida","Chordata",201,160,NA,NA
"Tentoriceps_cristatus","Chordata",1497,NA,NA,NA
"Tenualosa_ilisha","Chordata",512,376,NA,NA
"Tenualosa_macrura","Chordata",213,NA,NA,NA
"Tenualosa_reevesii","Chordata",127,NA,NA,NA
"Tenualosa_toli","Chordata",1117,NA,NA,NA
"Terapon_jarbua","Chordata",2095,1610,NA,NA
"Terapon_puta","Chordata",1152,NA,NA,NA
"Terapon_theraps","Chordata",1284,NA,NA,NA
"Terelabrus_dewapyle","Chordata",582,NA,NA,NA
"Terelabrus_rubrovittatus","Chordata",1230,NA,NA,NA
"Tetrabrachium_ocellatum","Chordata",926,NA,NA,NA
"Tetractenos_glaber","Chordata",204,NA,NA,NA
"Tetractenos_hamiltoni","Chordata",21,NA,NA,NA
"Tetragonurus_atlanticus","Chordata",26483,25630,NA,NA
"Tetragonurus_cuvieri","Chordata",19844,19263,NA,NA
"Tetragonurus_pacificus","Chordata",9794,9647,NA,NA
"Tetrapturus_angustirostris","Chordata",19780,19231,18708,NA
"Tetrapturus_belone","Chordata",266,235,NA,NA
"Tetrapturus_georgii","Chordata",5977,5769,NA,NA
"Tetraroge_barbata","Chordata",883,NA,NA,NA
"Tetraroge_niger","Chordata",1013,NA,NA,NA
"Tetrazona_glareosa","Chordata",772,718,NA,NA
"Tetronarce_californica","Chordata",488,401,NA,NA
"Tetronarce_cowleyi","Chordata",37,29,NA,NA
"Tetronarce_fairchildi","Chordata",258,246,158,NA
"Tetronarce_macneilli","Chordata",981,862,NA,NA
"Tetronarce_microdiscus","Chordata",94,92,NA,NA
"Tetronarce_nobiliana","Chordata",2199,1550,NA,NA
"Tetronarce_peruana","Chordata",53,NA,NA,NA
"Tetronarce_semipelagica","Chordata",88,86,NA,NA
"Tetronarce_tokionis","Chordata",NA,111,66,NA
"Tetronarce_tremens","Chordata",292,258,NA,NA
"Tetrosomus_concatenatus","Chordata",1504,NA,NA,NA
"Tetrosomus_gibbosus","Chordata",1624,NA,NA,NA
"Tetrosomus_reipublicae","Chordata",1497,NA,NA,NA
"Tewara_cranwellae","Chordata",20,NA,NA,NA
"Thalasseleotris_adela","Chordata",125,NA,NA,NA
"Thalasseleotris_iota","Chordata",39,NA,NA,NA
"Thalassobathia_nelsoni","Chordata",127,124,112,NA
"Thalassobathia_pelagica","Chordata",NA,3646,3382,NA
"Thalassoma_amblycephalum","Chordata",1550,NA,NA,NA
"Thalassoma_ballieui","Chordata",165,NA,NA,NA
"Thalassoma_bifasciatum","Chordata",320,NA,NA,NA
"Thalassoma_cupido","Chordata",589,NA,NA,NA
"Thalassoma_duperrey","Chordata",105,NA,NA,NA
"Thalassoma_grammaticum","Chordata",247,NA,NA,NA
"Thalassoma_hardwicke","Chordata",1457,NA,NA,NA
"Thalassoma_hebraicum","Chordata",363,NA,NA,NA
"Thalassoma_jansenii","Chordata",1194,NA,NA,NA
"Thalassoma_loxum","Chordata",16,NA,NA,NA
"Thalassoma_lucasanum","Chordata",257,NA,NA,NA
"Thalassoma_lunare","Chordata",1608,NA,NA,NA
"Thalassoma_lutescens","Chordata",1572,NA,NA,NA
"Thalassoma_nigrofasciatum","Chordata",395,NA,NA,NA
"Thalassoma_noronhanum","Chordata",104,NA,NA,NA
"Thalassoma_pavo","Chordata",321,NA,NA,NA
"Thalassoma_purpureum","Chordata",1482,NA,NA,NA
"Thalassoma_quinquevittatum","Chordata",1622,NA,NA,NA
"Thalassoma_rueppellii","Chordata",127,NA,NA,NA
"Thalassoma_trilobatum","Chordata",1370,NA,NA,NA
"Thalassophina_viperina","Chordata",1063,NA,NA,NA
"Thalassophryne_maculosa","Chordata",335,273,NA,NA
"Thalassophryne_megalops","Chordata",276,NA,NA,NA
"Thalassophryne_nattereri","Chordata",182,NA,NA,NA
"Thaleichthys_pacificus","Chordata",530,386,NA,NA
"Thalia_democratica","Chordata",3665,2904,NA,NA
"Thamnaconus_analis","Chordata",73,67,NA,NA
"Thamnaconus_arenaceus","Chordata",209,190,NA,NA
"Thamnaconus_degeni","Chordata",141,NA,NA,NA
"Thamnaconus_fajardoi","Chordata",200,NA,NA,NA
"Thamnaconus_fijiensis","Chordata",192,193,NA,NA
"Thamnaconus_hypargyreus","Chordata",1417,971,NA,NA
"Thamnaconus_melanoproctes","Chordata",319,254,NA,NA
"Thamnaconus_modestoides","Chordata",1583,1253,NA,NA
"Thamnaconus_modestus","Chordata",221,105,NA,NA
"Thamnaconus_septentrionalis","Chordata",889,608,NA,NA
"Thamnaconus_striatus","Chordata",824,763,NA,NA
"Thamnaconus_tessellatus","Chordata",NA,1369,NA,NA
"Thaumatichthys_binghami","Chordata",NA,846,783,NA
"Thermichthys_hollisi","Chordata",NA,45,43,NA
"Thermobiotes_mytilogeiton","Chordata",NA,1114,1044,NA
"Thetys_vagina","Chordata",2353,NA,NA,NA
"Thorogobius_alvheimi","Chordata",49,40,NA,NA
"Thorogobius_angolensis","Chordata",74,NA,NA,NA
"Thorogobius_ephippiatus","Chordata",326,NA,NA,NA
"Thorogobius_laureatus","Chordata",55,NA,NA,NA
"Thorogobius_rofeni","Chordata",NA,162,NA,NA
"Thorophos_nexilis","Chordata",NA,476,411,67
"Thryssa_adelae","Chordata",36,NA,NA,NA
"Thryssa_aestuaria","Chordata",997,NA,NA,NA
"Thryssa_baelama","Chordata",1553,NA,NA,NA
"Thryssa_brevicauda","Chordata",526,NA,NA,NA
"Thryssa_dayi","Chordata",169,NA,NA,NA
"Thryssa_dussumieri","Chordata",893,NA,NA,NA
"Thryssa_encrasicholoides","Chordata",901,NA,NA,NA
"Thryssa_gautamiensis","Chordata",58,NA,NA,NA
"Thryssa_hamiltonii","Chordata",1042,NA,NA,NA
"Thryssa_kammalensis","Chordata",599,NA,NA,NA
"Thryssa_malabarica","Chordata",280,NA,NA,NA
"Thryssa_mystax","Chordata",4097,NA,NA,NA
"Thryssa_purava","Chordata",77,NA,NA,NA
"Thryssa_setirostris","Chordata",1198,NA,NA,NA
"Thryssa_spinidens","Chordata",112,NA,NA,NA
"Thryssa_vitrirostris","Chordata",598,NA,NA,NA
"Thunnus_alalunga","Chordata",30734,29392,NA,NA
"Thunnus_albacares","Chordata",30396,29101,NA,NA
"Thunnus_atlanticus","Chordata",2728,2585,2464,NA
"Thunnus_maccoyii","Chordata",15330,15020,14580,NA
"Thunnus_obesus","Chordata",29238,28068,26873,NA
"Thunnus_orientalis","Chordata",15547,15127,NA,NA
"Thunnus_thynnus","Chordata",8719,8056,NA,NA
"Thunnus_tonggol","Chordata",1756,1236,NA,NA
"Thyrsites_atun","Chordata",801,604,NA,NA
"Thyrsitoides_marleyi","Chordata",2260,1768,NA,NA
"Thyrsitops_lepidopoides","Chordata",211,130,NA,NA
"Thysanactis_dentex","Chordata",13179,12899,12506,NA
"Thysanichthys_crossotus","Chordata",88,NA,NA,NA
"Thysanophrys_celebica","Chordata",1285,NA,NA,NA
"Thysanophrys_chiltonae","Chordata",1687,NA,NA,NA
"Thysanophrys_cirronasa","Chordata",138,NA,NA,NA
"Thysanophrys_randalli","Chordata",237,NA,NA,NA
"Thysanophrys_springeri","Chordata",25,NA,NA,NA
"Thysanopsetta_naresi","Chordata",140,NA,NA,NA
"Tigrigobius_dilepis","Chordata",250,NA,NA,NA
"Tigrigobius_gemmatus","Chordata",222,NA,NA,NA
"Tigrigobius_janssi","Chordata",32,NA,NA,NA
"Tigrigobius_macrodon","Chordata",257,NA,NA,NA
"Tigrigobius_multifasciatus","Chordata",232,NA,NA,NA
"Tigrigobius_pallens","Chordata",228,NA,NA,NA
"Tigrigobius_puncticulatus","Chordata",237,NA,NA,NA
"Tilesina_gibbosa","Chordata",267,174,NA,NA
"Tilodon_sexfasciatus","Chordata",88,NA,NA,NA
"Tomicodon_boehlkei","Chordata",149,NA,NA,NA
"Tomicodon_briggsi","Chordata",139,NA,NA,NA
"Tomicodon_chilensis","Chordata",35,NA,NA,NA
"Tomicodon_cryptus","Chordata",236,NA,NA,NA
"Tomicodon_fasciatus","Chordata",262,NA,NA,NA
"Tomicodon_lavettsmithi","Chordata",63,NA,NA,NA
"Tomicodon_leurodiscus","Chordata",80,NA,NA,NA
"Tomicodon_petersii","Chordata",206,NA,NA,NA
"Tomicodon_reitzae","Chordata",204,NA,NA,NA
"Tomicodon_rhabdotus","Chordata",47,NA,NA,NA
"Tomicodon_rupestris","Chordata",183,NA,NA,NA
"Tomicodon_zebra","Chordata",204,NA,NA,NA
"Tomiyamichthys_alleni","Chordata",746,NA,NA,NA
"Tomiyamichthys_fourmanoiri","Chordata",160,NA,NA,NA
"Tomiyamichthys_gomezi","Chordata",195,NA,NA,NA
"Tomiyamichthys_lanceolatus","Chordata",795,NA,NA,NA
"Tomiyamichthys_latruncularius","Chordata",1153,NA,NA,NA
"Tomiyamichthys_nudus","Chordata",188,NA,NA,NA
"Tomiyamichthys_oni","Chordata",911,NA,NA,NA
"Tomiyamichthys_praealtus","Chordata",83,NA,NA,NA
"Tomiyamichthys_russus","Chordata",411,NA,NA,NA
"Tongaichthys_robustus","Chordata",NA,7441,NA,NA
"Torpedo_mackayana","Chordata",53,NA,NA,NA
"Torpedo_marmorata","Chordata",1092,814,NA,NA
"Torpedo_panthera","Chordata",317,259,NA,NA
"Torpedo_sinuspersici","Chordata",530,396,NA,NA
"Torpedo_torpedo","Chordata",1024,766,NA,NA
"Torquigener_albomaculosus","Chordata",10,NA,NA,NA
"Torquigener_altipinnis","Chordata",51,NA,NA,NA
"Torquigener_andersonae","Chordata",31,NA,NA,NA
"Torquigener_balteus","Chordata",45,NA,NA,NA
"Torquigener_brevipinnis","Chordata",1234,NA,NA,NA
"Torquigener_flavimaculosus","Chordata",460,NA,NA,NA
"Torquigener_gloerfelti","Chordata",110,NA,NA,NA
"Torquigener_hicksi","Chordata",1012,NA,NA,NA
"Torquigener_hypselogeneion","Chordata",1605,NA,NA,NA
"Torquigener_pallimaculatus","Chordata",1021,NA,NA,NA
"Torquigener_parcuspinus","Chordata",1035,NA,NA,NA
"Torquigener_paxtoni","Chordata",18,NA,NA,NA
"Torquigener_perlevis","Chordata",69,NA,NA,NA
"Torquigener_pleurogramma","Chordata",142,NA,NA,NA
"Torquigener_randalli","Chordata",85,NA,NA,NA
"Torquigener_squamicauda","Chordata",92,NA,NA,NA
"Torquigener_tuberculiferus","Chordata",956,NA,NA,NA
"Torquigener_vicinus","Chordata",22,NA,NA,NA
"Torquigener_whitleyi","Chordata",945,NA,NA,NA
"Tosarhombus_brevis","Chordata",NA,183,NA,NA
"Tosarhombus_longimanus","Chordata",NA,171,NA,NA
"Tosarhombus_neocaledonicus","Chordata",232,234,NA,NA
"Tosarhombus_octoculatus","Chordata",NA,87,NA,NA
"Tosarhombus_smithi","Chordata",87,83,NA,NA
"Totoaba_macdonaldi","Chordata",176,NA,NA,NA
"Trachelochismus_melobesia","Chordata",67,NA,NA,NA
"Trachelochismus_pinnulatus","Chordata",62,NA,NA,NA
"Trachicephalus_uranoscopus","Chordata",1370,NA,NA,NA
"Trachichthys_australis","Chordata",628,563,460,NA
"Trachinocephalus_myops","Chordata",3085,2358,NA,NA
"Trachinops_brauni","Chordata",34,NA,NA,NA
"Trachinotus_africanus","Chordata",389,NA,NA,NA
"Trachinotus_anak","Chordata",737,NA,NA,NA
"Trachinotus_baillonii","Chordata",1235,NA,NA,NA
"Trachinotus_blochii","Chordata",1463,NA,NA,NA
"Trachinotus_botla","Chordata",1483,NA,NA,NA
"Trachinotus_carolinus","Chordata",428,NA,NA,NA
"Trachinotus_cayennensis","Chordata",71,NA,NA,NA
"Trachinotus_coppingeri","Chordata",220,NA,NA,NA
"Trachinotus_falcatus","Chordata",402,NA,NA,NA
"Trachinotus_goodei","Chordata",347,NA,NA,NA
"Trachinotus_goreensis","Chordata",64,NA,NA,NA
"Trachinotus_kennedyi","Chordata",173,NA,NA,NA
"Trachinotus_maxillosus","Chordata",50,NA,NA,NA
"Trachinotus_mookalee","Chordata",1097,NA,NA,NA
"Trachinotus_ovatus","Chordata",1620,986,NA,NA
"Trachinotus_paitensis","Chordata",272,NA,NA,NA
"Trachinotus_rhodopus","Chordata",248,NA,NA,NA
"Trachinotus_stilbe","Chordata",235,NA,NA,NA
"Trachinotus_teraia","Chordata",54,NA,NA,NA
"Trachinus_araneus","Chordata",293,NA,NA,NA
"Trachinus_armatus","Chordata",90,NA,NA,NA
"Trachinus_collignoni","Chordata",48,NA,NA,NA
"Trachinus_draco","Chordata",738,NA,NA,NA
"Trachinus_radiatus","Chordata",634,NA,NA,NA
"Trachipterus_altivelis","Chordata",7452,7413,NA,NA
"Trachipterus_arcticus","Chordata",NA,7130,NA,NA
"Trachipterus_fukuzakii","Chordata",10588,NA,NA,NA
"Trachipterus_ishikawae","Chordata",1206,1114,1053,NA
"Trachipterus_jacksonensis","Chordata",NA,13158,12592,NA
"Trachipterus_trachypterus","Chordata",17335,16942,NA,NA
"Trachonurus_gagates","Chordata",NA,1412,1111,NA
"Trachonurus_robinsi","Chordata",NA,452,296,NA
"Trachonurus_sentipellis","Chordata",NA,5319,5228,NA
"Trachonurus_sulcatus","Chordata",NA,2655,2397,NA
"Trachonurus_villosus","Chordata",NA,14398,13749,NA
"Trachonurus_yiwardaus","Chordata",NA,372,283,NA
"Trachurus_capensis","Chordata",197,151,NA,NA
"Trachurus_declivis","Chordata",563,440,NA,NA
"Trachurus_delagoa","Chordata",346,306,NA,NA
"Trachurus_japonicus","Chordata",270,162,NA,NA
"Trachurus_lathami","Chordata",548,340,NA,NA
"Trachurus_longimanus","Chordata",12,NA,NA,NA
"Trachurus_mediterraneus","Chordata",440,357,NA,NA
"Trachurus_murphyi","Chordata",6260,6149,NA,NA
"Trachurus_novaezelandiae","Chordata",2624,2566,NA,NA
"Trachurus_picturatus","Chordata",NA,492,NA,NA
"Trachurus_symmetricus","Chordata",6609,6578,NA,NA
"Trachurus_trachurus","Chordata",1362,1027,554,NA
"Trachurus_trecae","Chordata",114,NA,NA,NA
"Trachypoma_macracanthus","Chordata",113,NA,NA,NA
"Trachyrhamphus_bicoarctatus","Chordata",1355,NA,NA,NA
"Trachyrhamphus_longirostris","Chordata",1076,NA,NA,NA
"Trachyrhamphus_serratus","Chordata",1255,NA,NA,NA
"Trachyrincus_helolepis","Chordata",NA,33,NA,NA
"Trachyrincus_longirostris","Chordata",486,439,308,NA
"Trachyrincus_murrayi","Chordata",1590,1169,577,NA
"Trachyrincus_scabrus","Chordata",NA,1124,832,NA
"Trachyrincus_villegai","Chordata",NA,133,NA,NA
"Trachyscorpia_carnomagula","Chordata",NA,498,355,NA
"Trachyscorpia_cristulata_cristulata","Chordata",1243,1014,700,NA
"Trachyscorpia_cristulata_echinata","Chordata",NA,1155,936,NA
"Trachyscorpia_eschmeyeri","Chordata",NA,922,649,NA
"Trachyscorpia_osheri","Chordata",NA,27,NA,NA
"Tragulichthys_jaculiferus","Chordata",1045,NA,NA,NA
"Trematomus_bernacchii","Chordata",875,919,NA,NA
"Trematomus_eulepidotus","Chordata",899,925,NA,NA
"Trematomus_hansoni","Chordata",888,916,NA,NA
"Trematomus_lepidorhinus","Chordata",NA,876,NA,NA
"Trematomus_loennbergii","Chordata",1054,1081,405,NA
"Trematomus_newnesi","Chordata",715,758,NA,NA
"Trematomus_nicolai","Chordata",668,687,NA,NA
"Trematomus_pennellii","Chordata",898,928,NA,NA
"Trematomus_scotti","Chordata",1009,1037,NA,NA
"Trematomus_tokarevi","Chordata",NA,882,NA,NA
"Triacanthodes_anomalus","Chordata",219,114,NA,NA
"Triacanthodes_ethiops","Chordata",1629,1281,NA,NA
"Triacanthodes_intermedius","Chordata",NA,418,NA,NA
"Triacanthus_biaculeatus","Chordata",1305,NA,NA,NA
"Triacanthus_nieuhofii","Chordata",1037,NA,NA,NA
"Triaenodon_obesus","Chordata",1946,1505,NA,NA
"Triakis_megalopterus","Chordata",37,NA,NA,NA
"Triakis_scyllium","Chordata",85,NA,NA,NA
"Trianectes_bucephalus","Chordata",66,NA,NA,NA
"Tribolodon_brandtii","Chordata",170,NA,NA,NA
"Tribolodon_sachalinensis","Chordata",153,NA,NA,NA
"Trichechus_manatus","Chordata",261,152,NA,NA
"Trichiurus_auriga","Chordata",NA,1020,NA,NA
"Trichiurus_lepturus","Chordata",4077,3073,NA,NA
"Trichocottus_brashnikovi","Chordata",302,NA,NA,NA
"Trichodon_trichodon","Chordata",591,376,NA,NA
"Trichonotus_arabicus","Chordata",198,NA,NA,NA
"Trichonotus_elegans","Chordata",1132,NA,NA,NA
"Trichonotus_filamentosus","Chordata",1170,836,NA,NA
"Trichonotus_halstead","Chordata",124,NA,NA,NA
"Trichonotus_nikii","Chordata",NA,19,NA,NA
"Trichonotus_setiger","Chordata",1483,NA,NA,NA
"Trichopsetta_caribbaea","Chordata",292,247,NA,NA
"Trichopsetta_melasma","Chordata",287,241,NA,NA
"Trichopsetta_orbisulcus","Chordata",182,NA,NA,NA
"Trichopsetta_ventralis","Chordata",362,NA,NA,NA
"Trididemnum_alexi","Chordata",24,NA,NA,NA
"Trididemnum_areolatum","Chordata",615,NA,NA,NA
"Trididemnum_auriculatum","Chordata",196,93,NA,NA
"Trididemnum_clinides","Chordata",697,NA,NA,NA
"Trididemnum_cristatum","Chordata",169,117,NA,NA
"Trididemnum_cyclops","Chordata",1368,NA,NA,NA
"Trididemnum_discrepans","Chordata",1350,NA,NA,NA
"Trididemnum_miniatum","Chordata",986,741,NA,NA
"Trididemnum_nobile","Chordata",105,NA,NA,NA
"Trididemnum_nubilum","Chordata",524,NA,NA,NA
"Trididemnum_paracyclops","Chordata",1086,NA,NA,NA
"Trididemnum_savignii","Chordata",1906,NA,NA,NA
"Trididemnum_strigosum","Chordata",352,NA,NA,NA
"Trididemnum_tomarahi","Chordata",578,NA,NA,NA
"Trigla_lyra","Chordata",866,643,NA,NA
"Triglops_dorothy","Chordata",102,NA,NA,NA
"Triglops_forficatus","Chordata",423,243,NA,NA
"Triglops_jordani","Chordata",209,175,NA,NA
"Triglops_macellus","Chordata",146,88,NA,NA
"Triglops_metopias","Chordata",32,NA,NA,NA
"Triglops_murrayi","Chordata",1288,797,NA,NA
"Triglops_nybelini","Chordata",1557,982,201,NA
"Triglops_pingelii","Chordata",3323,1627,NA,NA
"Triglops_scepticus","Chordata",565,394,NA,NA
"Triglops_xenostethus","Chordata",36,NA,NA,NA
"Trigonognathus_kabeyai","Chordata",NA,639,NA,NA
"Trigonolampa_miriceps","Chordata",NA,14821,14537,NA
"Trimma_agrena","Chordata",499,NA,NA,NA
"Trimma_anaima","Chordata",1249,NA,NA,NA
"Trimma_annosum","Chordata",1295,NA,NA,NA
"Trimma_anthrenum","Chordata",279,NA,NA,NA
"Trimma_aturirii","Chordata",95,NA,NA,NA
"Trimma_avidori","Chordata",80,NA,NA,NA
"Trimma_benjamini","Chordata",1078,NA,NA,NA
"Trimma_bisella","Chordata",18,NA,NA,NA
"Trimma_burridgeae","Chordata",111,NA,NA,NA
"Trimma_cana","Chordata",707,NA,NA,NA
"Trimma_capostriatum","Chordata",766,NA,NA,NA
"Trimma_caudipunctatum","Chordata",524,NA,NA,NA
"Trimma_cheni","Chordata",630,NA,NA,NA
"Trimma_corerefum","Chordata",533,NA,NA,NA
"Trimma_dalerocheila","Chordata",114,NA,NA,NA
"Trimma_emeryi","Chordata",1420,NA,NA,NA
"Trimma_erdmanni","Chordata",540,NA,NA,NA
"Trimma_fangi","Chordata",538,NA,NA,NA
"Trimma_fasciatum","Chordata",287,NA,NA,NA
"Trimma_filamentosus","Chordata",190,NA,NA,NA
"Trimma_finistrinum","Chordata",122,NA,NA,NA
"Trimma_flammeum","Chordata",1081,NA,NA,NA
"Trimma_flavatrum","Chordata",1040,NA,NA,NA
"Trimma_flavicaudatum","Chordata",147,NA,NA,NA
